STARFIRE_INCIDENT_ID,INCIDENT_DATETIME,ALARM_BOX_BOROUGH,ALARM_BOX_NUMBER,ALARM_BOX_LOCATION,INCIDENT_BOROUGH,ZIPCODE,POLICEPRECINCT,CITYCOUNCILDISTRICT,COMMUNITYDISTRICT,COMMUNITYSCHOOLDISTRICT,CONGRESSIONALDISTRICT,ALARM_SOURCE_DESCRIPTION_TX,ALARM_LEVEL_INDEX_DESCRIPTION,HIGHEST_ALARM_LEVEL,INCIDENT_CLASSIFICATION,INCIDENT_CLASSIFICATION_GROUP,DISPATCH_RESPONSE_SECONDS_QY,FIRST_ASSIGNMENT_DATETIME,FIRST_ACTIVATION_DATETIME,FIRST_ON_SCENE_DATETIME,INCIDENT_CLOSE_DATETIME,VALID_DISPATCH_RSPNS_TIME_INDC,VALID_INCIDENT_RSPNS_TIME_INDC,INCIDENT_RESPONSE_SECONDS_QY,INCIDENT_TRAVEL_TM_SECONDS_QY,ENGINES_ASSIGNED_QUANTITY,LADDERS_ASSIGNED_QUANTITY,OTHER_UNITS_ASSIGNED_QUANTITY
1600505670110514,01/05/2016 10:53:08 AM,MANHATTAN,567,5 AVE & 16 ST,MANHATTAN,10003,13,2,105,2,12,Phone,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,44,01/05/2016 10:53:52 AM,01/05/2016 10:54:10 AM,01/05/2016 10:55:55 AM,01/05/2016 11:10:18 AM,N,Y,167,123,2,2,1
1600505770110657,01/05/2016 12:44:34 PM,MANHATTAN,577,BROADWAY & W 17 ST,MANHATTAN,10003,13,2,105,2,12,Phone,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,51,01/05/2016 12:45:25 PM,01/05/2016 12:45:46 PM,01/05/2016 12:51:37 PM,01/05/2016 01:02:23 PM,N,Y,423,372,2,1,1
1600505670510736,01/05/2016 02:03:13 PM,MANHATTAN,567,5 AVE & 16 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,61,01/05/2016 02:04:14 PM,01/05/2016 02:04:32 PM,01/05/2016 02:09:41 PM,01/05/2016 02:22:45 PM,N,Y,388,327,1,1,1
1600503950110760,01/05/2016 02:14:37 PM,MANHATTAN,395,4 AVE & 8 ST,MANHATTAN,10003,9,2,103,1,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,7,01/05/2016 02:14:44 PM,01/05/2016 02:15:14 PM,01/05/2016 02:18:23 PM,01/05/2016 02:29:12 PM,N,Y,226,219,1,0,0
1600505240110797,01/05/2016 02:44:53 PM,MANHATTAN,524,UNIVERSITY PLACE & 11 ST,MANHATTAN,10003,6,2,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,52,01/05/2016 02:45:45 PM,01/05/2016 02:46:04 PM,01/05/2016 02:48:10 PM,01/05/2016 03:14:02 PM,N,Y,197,145,1,1,1
1600504180110860,01/05/2016 03:34:14 PM,MANHATTAN,418,2 AVE & 1 ST,MANHATTAN,10003,9,2,103,1,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,10,01/05/2016 03:34:24 PM,01/05/2016 03:34:49 PM,01/05/2016 03:38:36 PM,01/05/2016 04:03:38 PM,N,Y,262,252,1,0,0
1600505570211027,01/05/2016 05:17:43 PM,MANHATTAN,557,5 AVE & 14 ST,MANHATTAN,10003,6,3,102,2,12,UCT/911,Initial Alarm,First Alarm,Demolition Debris or Rubbish Fire,NonStructural Fires,52,01/05/2016 05:18:35 PM,01/05/2016 05:18:51 PM,01/05/2016 05:25:04 PM,01/05/2016 05:30:40 PM,N,Y,441,389,1,0,0
1600505671111081,01/05/2016 05:45:17 PM,MANHATTAN,567,5 AVE & 16 ST,MANHATTAN,10003,13,2,105,2,12,Phone,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,44,01/05/2016 05:46:01 PM,01/05/2016 05:46:16 PM,01/05/2016 05:46:37 PM,01/05/2016 06:01:18 PM,N,Y,80,36,1,1,1
1600504370111106,01/05/2016 06:05:45 PM,MANHATTAN,437,2 AVE & E 7 ST,MANHATTAN,10003,9,2,103,1,12,Phone,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,34,01/05/2016 06:06:19 PM,01/05/2016 06:06:31 PM,01/05/2016 06:11:38 PM,01/05/2016 06:23:20 PM,N,Y,353,319,2,1,1
1600505050111315,01/05/2016 08:34:34 PM,MANHATTAN,505,BROADWAY & 10 ST,MANHATTAN,10003,6,2,102,2,12,Phone,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,51,01/05/2016 08:35:25 PM,01/05/2016 08:35:42 PM,01/05/2016 08:40:25 PM,01/05/2016 08:58:11 PM,N,Y,351,300,2,1,1
1600504730111360,01/05/2016 09:30:16 PM,MANHATTAN,473,2 AVE & E 15 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Unnecessary,NonMedical Emergencies,93,01/05/2016 09:31:49 PM,01/05/2016 09:32:07 PM,01/05/2016 09:36:43 PM,01/05/2016 09:46:45 PM,N,Y,387,294,3,2,1
1600504180211372,01/05/2016 09:37:19 PM,MANHATTAN,418,2 AVE & 1 ST,MANHATTAN,10003,9,2,103,1,12,Phone,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,33,01/05/2016 09:37:52 PM,01/05/2016 09:38:07 PM,01/05/2016 09:42:11 PM,01/05/2016 09:56:32 PM,N,Y,292,259,2,1,1
1600505560111382,01/05/2016 09:50:56 PM,MANHATTAN,556,BROADWAY & W 14 ST,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Unnecessary,NonMedical Emergencies,41,01/05/2016 09:51:37 PM,01/05/2016 09:51:55 PM,01/05/2016 09:55:07 PM,01/05/2016 10:08:29 PM,N,Y,251,210,1,1,1
1600504180311391,01/05/2016 09:59:57 PM,MANHATTAN,418,2 AVE & 1 ST,MANHATTAN,10003,9,2,103,1,12,Phone,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,57,01/05/2016 10:00:54 PM,01/05/2016 10:01:11 PM,01/05/2016 10:05:19 PM,01/05/2016 10:18:11 PM,N,Y,322,265,0,1,0
1600505660111399,01/05/2016 10:11:40 PM,MANHATTAN,566,UNION SQ WEST & E 15 ST,MANHATTAN,10003,13,2,105,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - PD Link 10-91,Medical Emergencies,305,01/05/2016 10:16:45 PM,01/05/2016 10:17:04 PM,01/05/2016 10:23:23 PM,01/05/2016 10:26:56 PM,N,N,703,398,1,0,0
1600605770110025,01/06/2016 12:15:17 AM,MANHATTAN,577,BROADWAY & W 17 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,55,01/06/2016 12:16:12 AM,01/06/2016 12:16:19 AM,01/06/2016 12:20:02 AM,01/06/2016 12:58:02 AM,N,Y,285,230,1,1,1
1600605770210080,01/06/2016 01:59:13 AM,MANHATTAN,577,BROADWAY & W 17 ST,MANHATTAN,10003,13,2,105,2,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Water,NonMedical Emergencies,10,01/06/2016 01:59:23 AM,01/06/2016 01:59:42 AM,01/06/2016 02:05:22 AM,01/06/2016 02:30:23 AM,N,Y,369,359,0,1,0
1600604950110300,01/06/2016 07:51:04 AM,MANHATTAN,495,PARK AVE S & E 20 ST,MANHATTAN,10003,13,2,105,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,10,01/06/2016 07:51:14 AM,01/06/2016 07:52:01 AM,01/06/2016 08:02:58 AM,01/06/2016 08:04:21 AM,N,N,714,704,1,0,0
1600603960110421,01/06/2016 09:31:32 AM,MANHATTAN,396,BROADWAY & 8 ST,MANHATTAN,10003,9,2,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,34,01/06/2016 09:32:06 AM,01/06/2016 09:32:30 AM,01/06/2016 09:37:35 AM,01/06/2016 09:50:00 AM,N,Y,363,329,1,0,1
1600604790210435,01/06/2016 09:49:57 AM,MANHATTAN,479,PARK AVE S & E 16 ST,MANHATTAN,10003,13,2,105,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,12,01/06/2016 09:50:09 AM,01/06/2016 09:50:21 AM,01/06/2016 09:52:12 AM,01/06/2016 10:11:10 AM,N,Y,135,123,1,0,0
1600604790410632,01/06/2016 12:51:45 PM,MANHATTAN,479,PARK AVE S & E 16 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Unnecessary,NonMedical Emergencies,48,01/06/2016 12:52:33 PM,01/06/2016 12:52:48 PM,01/06/2016 12:55:48 PM,01/06/2016 01:03:33 PM,N,Y,243,195,1,1,1
1600604860110748,01/06/2016 02:38:13 PM,MANHATTAN,486,3 AVE & E 18 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Unnecessary,NonMedical Emergencies,33,01/06/2016 02:38:46 PM,01/06/2016 02:39:04 PM,01/06/2016 02:45:00 PM,01/06/2016 02:47:38 PM,N,Y,407,374,2,0,2
1600604790510787,01/06/2016 03:07:22 PM,MANHATTAN,479,PARK AVE S & E 16 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Defective Oil Burner,NonMedical Emergencies,48,01/06/2016 03:08:10 PM,01/06/2016 03:08:21 PM,01/06/2016 03:13:26 PM,01/06/2016 03:17:54 PM,N,Y,364,316,1,0,1
1600604290110886,01/06/2016 04:23:26 PM,MANHATTAN,429,1 AVE & 4 ST,MANHATTAN,10003,9,2,103,1,12,Phone,Initial Alarm,First Alarm,Utility Emergency - Gas,NonMedical Emergencies,39,01/06/2016 04:24:05 PM,01/06/2016 04:24:27 PM,01/06/2016 04:28:05 PM,01/06/2016 04:38:23 PM,N,Y,279,240,2,1,1
1600603390210902,01/06/2016 04:31:55 PM,MANHATTAN,339,BOWERY & HOUSTON ST,MANHATTAN,10003,9,2,103,1,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,205,01/06/2016 04:35:20 PM,01/06/2016 04:35:41 PM,01/06/2016 04:41:55 PM,01/06/2016 04:45:56 PM,N,N,600,395,1,0,0
1600604650110918,01/06/2016 04:41:43 PM,MANHATTAN,465,2 AVE & 13 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Defective Oil Burner,NonMedical Emergencies,17,01/06/2016 04:42:00 PM,01/06/2016 04:42:12 PM,01/06/2016 04:44:55 PM,01/06/2016 04:59:38 PM,N,Y,192,175,3,2,1
1600604950310996,01/06/2016 05:30:09 PM,MANHATTAN,495,PARK AVE S & E 20 ST,MANHATTAN,10003,13,2,105,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,4,01/06/2016 05:30:13 PM,01/06/2016 05:30:28 PM,01/06/2016 05:36:09 PM,01/06/2016 05:43:37 PM,N,Y,360,356,1,0,0
1600604640211218,01/06/2016 09:08:57 PM,MANHATTAN,464,4 AVE & 13 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,DEFAULT RECORD,First Alarm,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,39,01/06/2016 09:09:36 PM,01/06/2016 09:09:51 PM,01/06/2016 09:12:13 PM,01/06/2016 09:18:00 PM,N,Y,196,157,3,2,1
1600605770411310,01/06/2016 11:13:43 PM,MANHATTAN,577,BROADWAY & W 17 ST,MANHATTAN,10003,13,2,105,2,12,UCT/911,Initial Alarm,First Alarm,Demolition Debris or Rubbish Fire,NonStructural Fires,27,01/06/2016 11:14:10 PM,01/06/2016 11:14:31 PM,01/06/2016 11:17:23 PM,01/06/2016 11:32:08 PM,N,Y,220,193,3,2,2
1600704370110016,01/07/2016 12:15:55 AM,MANHATTAN,437,2 AVE & E 7 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Demolition Debris or Rubbish Fire,NonStructural Fires,12,01/07/2016 12:16:07 AM,01/07/2016 12:16:32 AM,01/07/2016 12:25:12 AM,01/07/2016 12:26:34 AM,N,N,557,545,1,0,0
1600704460110105,01/07/2016 04:02:42 AM,MANHATTAN,446,3 AVE & ST. MARKS PL,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Defective Oil Burner,NonMedical Emergencies,17,01/07/2016 04:02:59 AM,01/07/2016 04:03:16 AM,01/07/2016 04:06:32 AM,01/07/2016 04:30:08 AM,N,Y,230,213,3,2,1
1600703960110177,01/07/2016 06:05:52 AM,MANHATTAN,396,BROADWAY & 8 ST,MANHATTAN,10003,9,2,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,41,01/07/2016 06:06:33 AM,01/07/2016 06:07:00 AM,01/07/2016 06:11:05 AM,01/07/2016 06:21:11 AM,N,Y,313,272,1,0,1
1600704730110418,01/07/2016 09:21:17 AM,MANHATTAN,473,2 AVE & E 15 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,DEFAULT RECORD,First Alarm,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,47,01/07/2016 09:22:04 AM,01/07/2016 09:22:23 AM,01/07/2016 09:26:33 AM,01/07/2016 09:28:03 AM,N,Y,316,269,3,2,1
1600704870110441,01/07/2016 09:47:44 AM,MANHATTAN,487,PARK AVE S & E 18 ST,MANHATTAN,10003,13,2,105,2,12,Phone,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,36,01/07/2016 09:48:20 AM,01/07/2016 09:48:36 AM,01/07/2016 09:52:02 AM,01/07/2016 09:57:55 AM,N,Y,258,222,2,2,1
1600704640110591,01/07/2016 01:21:59 PM,MANHATTAN,464,4 AVE & 13 ST,MANHATTAN,10003,13,2,105,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - EMS Link 10-91,Medical Emergencies,22,01/07/2016 01:22:21 PM,01/07/2016 01:22:32 PM,01/07/2016 01:22:43 PM,01/07/2016 01:25:13 PM,N,Y,44,22,1,0,1
1600705670110594,01/07/2016 01:23:29 PM,MANHATTAN,567,5 AVE & 16 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Testing,NonMedical Emergencies,47,01/07/2016 01:24:16 PM,01/07/2016 01:24:24 PM,01/07/2016 01:26:57 PM,01/07/2016 01:31:58 PM,N,Y,208,161,2,1,1
1600703850110630,01/07/2016 02:22:09 PM,MANHATTAN,385,LAFAYETTE ST & 4 ST,MANHATTAN,10003,9,2,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Other Commercial Building Fire,Structural Fires,30,01/07/2016 02:22:39 PM,01/07/2016 02:23:00 PM,01/07/2016 02:26:29 PM,01/07/2016 02:39:42 PM,N,Y,260,230,1,0,1
1600704480110648,01/07/2016 02:35:41 PM,MANHATTAN,448,2 AVE & 9 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,34,01/07/2016 02:36:15 PM,01/07/2016 02:36:37 PM,01/07/2016 02:42:33 PM,01/07/2016 02:57:17 PM,N,Y,412,378,2,2,1
1600705770210851,01/07/2016 05:14:48 PM,MANHATTAN,577,BROADWAY & W 17 ST,MANHATTAN,10003,13,2,105,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,01/07/2016 05:14:54 PM,01/07/2016 05:15:11 PM,01/07/2016 05:19:07 PM,01/07/2016 05:30:43 PM,N,Y,259,253,1,0,0
1600703670210888,01/07/2016 05:50:23 PM,MANHATTAN,367,BOWERY & GREAT JONES ST,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,55,01/07/2016 05:51:18 PM,01/07/2016 05:51:30 PM,01/07/2016 05:52:44 PM,01/07/2016 06:20:52 PM,N,Y,141,86,3,2,1
1600705540210919,01/07/2016 06:18:45 PM,MANHATTAN,554,UNIVERSITY PL & 13 ST,MANHATTAN,10003,6,2,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,101,01/07/2016 06:20:26 PM,01/07/2016 06:20:41 PM,01/07/2016 06:23:41 PM,01/07/2016 06:36:02 PM,N,Y,296,195,1,1,1
1600704210111184,01/07/2016 11:14:51 PM,MANHATTAN,421,1 AVE & 2 ST,MANHATTAN,10003,9,2,103,1,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,4,01/07/2016 11:14:55 PM,01/07/2016 11:15:25 PM,01/07/2016 11:18:09 PM,01/07/2016 11:52:37 PM,N,Y,198,194,1,0,0
1600804710110022,01/08/2016 12:40:33 AM,MANHATTAN,471,3 AVE & E 14 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,20,01/08/2016 12:40:53 AM,01/08/2016 12:41:13 AM,01/08/2016 12:47:23 AM,01/08/2016 12:58:32 AM,N,Y,410,390,0,1,0
1600804850110412,01/08/2016 11:18:34 AM,MANHATTAN,485,1 AVE & E 18 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Unnecessary,NonMedical Emergencies,51,01/08/2016 11:19:25 AM,01/08/2016 11:19:42 AM,01/08/2016 11:25:27 AM,01/08/2016 11:32:19 AM,N,Y,413,362,1,1,1
1600804810110489,01/08/2016 12:45:13 PM,MANHATTAN,481,2 AVE & E 17 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,49,01/08/2016 12:46:02 PM,01/08/2016 12:46:18 PM,01/08/2016 12:51:18 PM,01/08/2016 01:03:30 PM,N,Y,365,316,1,1,0
1600805250110499,01/08/2016 12:53:59 PM,MANHATTAN,525,BROADWAY & 12 ST,MANHATTAN,10003,6,2,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,19,01/08/2016 12:54:18 PM,01/08/2016 12:54:35 PM,01/08/2016 12:58:03 PM,01/08/2016 02:41:57 PM,N,Y,244,225,2,1,2
1600804770110515,01/08/2016 01:02:09 PM,MANHATTAN,477,1 AVE & E 16 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,86,01/08/2016 01:03:35 PM,01/08/2016 01:03:48 PM,01/08/2016 01:06:42 PM,01/08/2016 01:30:55 PM,N,Y,273,187,3,2,1
1600804860110629,01/08/2016 02:34:53 PM,MANHATTAN,486,3 AVE & E 18 ST,MANHATTAN,10003,13,2,106,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,01/08/2016 02:34:59 PM,01/08/2016 02:35:30 PM,01/08/2016 02:39:52 PM,01/08/2016 03:00:10 PM,N,Y,299,293,1,0,0
1600803970110674,01/08/2016 03:06:56 PM,MANHATTAN,397,GREENE & 8 ST,MANHATTAN,10003,6,2,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - PD Link 10-91,Medical Emergencies,8,01/08/2016 03:07:04 PM,01/08/2016 03:07:23 PM,01/08/2016 03:10:19 PM,01/08/2016 03:21:01 PM,N,Y,203,195,1,0,0
1600805780110676,01/08/2016 03:09:02 PM,MANHATTAN,578,5 AVE & 18 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Working on System,NonMedical Emergencies,45,01/08/2016 03:09:47 PM,01/08/2016 03:10:05 PM,01/08/2016 03:12:57 PM,01/08/2016 03:47:28 PM,N,Y,235,190,1,1,1
1600804790110702,01/08/2016 03:25:35 PM,MANHATTAN,479,PARK AVE S & E 16 ST,MANHATTAN,10003,13,2,105,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - PD Link 10-91,Medical Emergencies,15,01/08/2016 03:25:50 PM,01/08/2016 03:26:12 PM,01/08/2016 03:31:49 PM,01/08/2016 03:38:22 PM,N,Y,374,359,1,0,0
1600804950510709,01/08/2016 03:34:22 PM,MANHATTAN,495,PARK AVE S & E 20 ST,MANHATTAN,10003,13,2,105,2,12,UCT/911,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,9,01/08/2016 03:34:31 PM,01/08/2016 03:34:50 PM,01/08/2016 03:41:35 PM,01/08/2016 03:53:49 PM,N,Y,433,424,0,1,0
1600804650210726,01/08/2016 03:58:36 PM,MANHATTAN,465,2 AVE & 13 ST,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,63,01/08/2016 03:59:39 PM,01/08/2016 04:00:10 PM,01/08/2016 04:04:07 PM,01/08/2016 04:15:13 PM,N,Y,331,268,1,1,1
1600804870110842,01/08/2016 05:49:44 PM,MANHATTAN,487,PARK AVE S & E 18 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,48,01/08/2016 05:50:32 PM,01/08/2016 05:50:54 PM,01/08/2016 05:54:21 PM,01/08/2016 06:16:18 PM,N,Y,277,229,0,1,1
1600805770110959,01/08/2016 07:33:31 PM,MANHATTAN,577,BROADWAY & W 17 ST,MANHATTAN,10003,13,2,105,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,16,01/08/2016 07:33:47 PM,01/08/2016 07:36:03 PM,01/08/2016 07:36:12 PM,01/08/2016 07:55:17 PM,N,Y,161,145,1,0,0
1600803670111120,01/08/2016 10:21:13 PM,MANHATTAN,367,BOWERY & GREAT JONES ST,MANHATTAN,10003,9,2,103,1,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,01/08/2016 10:21:19 PM,01/08/2016 10:21:45 PM,01/08/2016 10:25:47 PM,01/08/2016 10:34:01 PM,N,Y,274,268,1,0,0
1600904710110109,01/09/2016 03:20:36 AM,MANHATTAN,471,3 AVE & E 14 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Demolition Debris or Rubbish Fire,NonStructural Fires,7,01/09/2016 03:20:43 AM,01/09/2016 03:21:17 AM,01/09/2016 03:26:42 AM,01/09/2016 03:50:48 AM,N,Y,366,359,1,0,0
1600904710310111,01/09/2016 03:23:21 AM,MANHATTAN,471,3 AVE & E 14 ST,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,68,01/09/2016 03:24:29 AM,01/09/2016 03:24:53 AM,01/09/2016 03:29:25 AM,01/09/2016 03:46:01 AM,N,Y,364,296,1,1,1
1600903390110119,01/09/2016 04:10:23 AM,MANHATTAN,339,BOWERY & HOUSTON ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,10,01/09/2016 04:10:33 AM,01/09/2016 04:10:52 AM,01/09/2016 04:14:59 AM,01/09/2016 04:34:12 AM,N,Y,276,266,2,2,1
1600903880110132,01/09/2016 04:57:52 AM,MANHATTAN,388,GREENE ST & WASHINGTON PL,MANHATTAN,10003,6,1,102,2,10,Private Fire Alarm,Initial Alarm,First Alarm,Utility Emergency - Steam,NonMedical Emergencies,56,01/09/2016 04:58:48 AM,01/09/2016 04:59:16 AM,01/09/2016 05:02:38 AM,01/09/2016 05:18:57 AM,N,Y,286,230,3,2,1
1600904640110284,01/09/2016 08:45:52 AM,MANHATTAN,464,4 AVE & 13 ST,MANHATTAN,10003,9,2,103,1,12,Verbal,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,38,01/09/2016 08:46:30 AM,01/09/2016 08:46:30 AM,01/09/2016 08:48:45 AM,01/09/2016 08:55:15 AM,N,Y,173,135,0,1,0
1600904880110825,01/09/2016 06:38:30 PM,MANHATTAN,488,IRVING PL & E 19 ST,MANHATTAN,10003,13,2,106,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,2,01/09/2016 06:38:32 PM,01/09/2016 06:38:54 PM,01/09/2016 06:45:31 PM,01/09/2016 07:01:51 PM,N,Y,421,419,1,0,0
1600905570210943,01/09/2016 09:21:59 PM,MANHATTAN,557,5 AVE & 14 ST,MANHATTAN,10003,13,2,105,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,11,01/09/2016 09:22:10 PM,01/09/2016 09:22:38 PM,01/09/2016 09:26:54 PM,01/09/2016 09:38:33 PM,N,Y,295,284,1,0,0
1600904800110959,01/09/2016 09:59:19 PM,MANHATTAN,480,IRVING PL & E 17 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,24,01/09/2016 09:59:43 PM,01/09/2016 09:59:52 PM,01/09/2016 10:02:18 PM,01/09/2016 10:17:51 PM,N,Y,179,155,3,2,1
1600903670210989,01/09/2016 10:32:02 PM,MANHATTAN,367,BOWERY & GREAT JONES ST,MANHATTAN,10003,9,2,103,1,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,01/09/2016 10:32:08 PM,01/09/2016 10:32:31 PM,01/09/2016 10:39:23 PM,01/09/2016 10:48:39 PM,N,Y,441,435,1,0,0
1601005560110406,01/10/2016 12:07:59 PM,MANHATTAN,556,BROADWAY & W 14 ST,MANHATTAN,10003,6,2,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,39,01/10/2016 12:08:38 PM,01/10/2016 12:08:57 PM,01/10/2016 12:12:09 PM,01/10/2016 12:21:17 PM,N,Y,250,211,1,0,1
1601005560210416,01/10/2016 12:26:00 PM,MANHATTAN,556,BROADWAY & W 14 ST,MANHATTAN,10003,6,2,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,40,01/10/2016 12:26:40 PM,01/10/2016 12:26:55 PM,01/10/2016 12:28:43 PM,01/10/2016 12:38:48 PM,N,Y,163,123,1,0,1
1601004780110449,01/10/2016 01:18:22 PM,MANHATTAN,478,3 AVE & E 16 ST,MANHATTAN,10003,13,2,106,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,5,01/10/2016 01:18:27 PM,01/10/2016 01:18:56 PM,01/10/2016 01:22:40 PM,01/10/2016 01:36:27 PM,N,Y,258,253,1,0,0
1601004300110506,01/10/2016 02:21:32 PM,MANHATTAN,430,2 AVE & 5 ST,MANHATTAN,10003,9,2,103,1,12,Phone,Initial Alarm,First Alarm,Utility Emergency - Gas,NonMedical Emergencies,43,01/10/2016 02:22:15 PM,01/10/2016 02:22:30 PM,01/10/2016 02:25:16 PM,01/10/2016 02:32:20 PM,N,Y,224,181,2,2,1
